COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,PRINCIPAL_NAME,ADDRESS,CITY_STATE_ZIP,PHONE,EMAIL,WEBSITE,FACEBOOK,TWITTER,CountyCode_x,CountyName_x,DistrictCode_x,DistrictName_x,SchoolCode_x,SchoolName_x,StudentGroup,SummativeScore_x,CutOffScoreTargetedSupImp,Targeted_LowPerf,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,Targeted_ConsUnderPerf,CountyCode_y,CountyName_y,DistrictCode_y,DistrictName_y,SchoolCode_y,SchoolName_y,SummativeRating,SummativeScore
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,09-12,MR. POTKAY,5080 ATLANTIC AVENUE,MAYS LANDING NJ 08330-2024,(609)625-2249,JPOTKAY@ACITECH.ORG,https://www.acitech.org,https://www.facebook.com/Atlantic-County-Institute-of-Technology-1027293677301943/,https://twitter.com/ACIT_RedHawks,01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Schoolwide,,N,No,Met Target,Met Target,Met Goal,Met Goal,**,**,N,Met,No,01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,79.37,73.4
01,ATLANTIC,0570,BRIGANTINE CITY,010,BRIGANTINE ELEMENTARY SCHOOL,PK-04,DR. LUFF,301 E  EVANS BOULEVARD,BRIGANTINE NJ 08203,(609)264-9501,JLUFF@BRIGANTINESCHOOLS.ORG,http://www.brigantineschools.org,https://www.facebook.com/BrigSchools-611160075744513/,https://twitter.com/brigschools,01,ATLANTIC,0570,BRIGANTINE CITY,010,BRIGANTINE ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Met Target,Met Target,N,N,Met Standard,Not Met,**,Not Met,No,01,ATLANTIC,0570,BRIGANTINE CITY,010,BRIGANTINE ELEMENTARY SCHOOL,13.86,26.13
01,ATLANTIC,0570,BRIGANTINE CITY,030,BRIGANTINE NORTH MIDDLE SCHOOL,05-08,MRS. FOX,301 E  EVANS BOULEVARD,BRIGANTINE NJ 08203,(609)266-3603,KFOX@BRIGANTINESCHOOLS.ORG,http://www.brigantineschools.org,https://www.facebook.com/BrigSchools-611160075744513,https://www.twitter.com/brigschools,01,ATLANTIC,0570,BRIGANTINE CITY,030,BRIGANTINE NORTH MIDDLE SCHOOL,Schoolwide,,N,No,Met Target†,Met Target,N,N,Met Standard,Met Standard,**,Not Met,No,01,ATLANTIC,0570,BRIGANTINE CITY,030,BRIGANTINE NORTH MIDDLE SCHOOL,18.9,30.02
01,ATLANTIC,0590,BUENA REGIONAL,025,BUENA REGIONAL HIGH SCHOOL,09-12,MR. WHITE,125 WEYMOUTH ROAD,BUENA NJ 08310-9620,(856)697-2400,MWHITE@BUENA.K12.NJ.US,https://www.buena.k12.nj.us/brhs,https://www.facebook.com/buenareghs/,https://twitter.com/@brhschiefs,01,ATLANTIC,0590,BUENA REGIONAL,025,BUENA REGIONAL HIGH SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,Not Met,Not Met,**,**,**,Not Met,No,01,ATLANTIC,0590,BUENA REGIONAL,025,BUENA REGIONAL HIGH SCHOOL,12.03,18.21
01,ATLANTIC,0590,BUENA REGIONAL,030,BUENA REGIONAL MIDDLE SCHOOL,06-08,MS. SANTORO,175 WEYMOUTH RD,BUENA NJ 08310,(856)697-0100,KSANTORO@BUENA.K12.NJ.US,http://www.buena.k12.nj.us,https://facebook.com/brmsofficial,https://twitter.com/brmsofficial,01,ATLANTIC,0590,BUENA REGIONAL,030,BUENA REGIONAL MIDDLE SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Met Standard,**,Not Met,No,01,ATLANTIC,0590,BUENA REGIONAL,030,BUENA REGIONAL MIDDLE SCHOOL,11.79,23.47
01,ATLANTIC,0590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,03-05,MR. LAWRENCE,1501 CENTRAL AVE,MINOTOLA NJ 08341,(856)697-8080,RLAWRENCE@BUENA.K12.NJ.US,http://www.buena.k12.nj.us/Cleary,https://www.facebook.com/clearycheetahs/,,01,ATLANTIC,0590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Met Target,Met Target,N,N,Not Met,Not Met,**,Not Met,No,01,ATLANTIC,0590,BUENA REGIONAL,300,DR. J.P. CLEARY ELEMENTARY SCHOOL,2.13,9.03
01,ATLANTIC,1300,EGG HARBOR CITY,030,EGG HARBOR CITY COMMUNITY SCHOOL,04-08,MR. GRIFFITH,730 HAVANA AVENUE,EGG HARBOR CITY NJ 08215-1547,(609)965-1034,JGRIFFITH@EHCS.K12.NJ.US,http://www.eggharborcityschools.com,https://www.facebook.com/Egg-Harbor-City-Public-School-District-424148781040050/,,01,ATLANTIC,1300,EGG HARBOR CITY,030,EGG HARBOR CITY COMMUNITY SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Not Met,Met Standard,**,Not Met,No,01,ATLANTIC,1300,EGG HARBOR CITY,030,EGG HARBOR CITY COMMUNITY SCHOOL,6.52,17.63
01,ATLANTIC,1310,EGG HARBOR TWP,005,EGG HARBOR TOWNSHIP HIGH SCHOOL,09-12,DR. CHARLTON,24 HIGH SCHOOL DRIVE,EGG HARBOR TOWNSHIP NJ 08234-9450,(609)653-0100,CHARLTOT@EHT.K12.NJ.US,http://hs.eht.k12.nj.us/,https://www.facebook.com/EHTNJHighSchool,https://twitter.com/EHTNJHighSchool,01,ATLANTIC,1310,EGG HARBOR TWP,005,EGG HARBOR TOWNSHIP HIGH SCHOOL,Schoolwide,,N,No,Met Target,Met Target,Met Target,Not Met,**,**,Met Target,Not Met,No,01,ATLANTIC,1310,EGG HARBOR TWP,005,EGG HARBOR TOWNSHIP HIGH SCHOOL,46.7,48.7
01,ATLANTIC,1310,EGG HARBOR TWP,038,ALDER AVENUE MIDDLE SCHOOL,06-08,MR. MARINELLI,25 ALDER AVENUE,EGG HARBOR TOWNSHIP NJ 08234-5315,(609)383-3366,MARINELJ@EHT.K12.NJ.US,http://ams.eht.k12.nj.us/,https://www.facebook.com/ehtnjalder/,https://twitter.com/EHTNJAlder,01,ATLANTIC,1310,EGG HARBOR TWP,038,ALDER AVENUE MIDDLE SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Exceeds Standard,**,Met,No,01,ATLANTIC,1310,EGG HARBOR TWP,038,ALDER AVENUE MIDDLE SCHOOL,54.27,52.99
01,ATLANTIC,1310,EGG HARBOR TWP,039,FERNWOOD AVENUE MIDDLE SCHOOL,06-08,MR. BATTERSBY,4034 FERNWOOD AVENUE,EGG HARBOR TOWNSHIP NJ 08234-5703,(609)383-3355,BATTERSJ@EHT.K12.NJ.US,http://fms.eht.k12.nj.us/,https://www.facebook.com/@ehtnjfernwoodschool,https://twitter.com/@ehtnjfernwoodschool,01,ATLANTIC,1310,EGG HARBOR TWP,039,FERNWOOD AVENUE MIDDLE SCHOOL,Schoolwide,,N,No,Met Target,Not Met,N,N,Met Standard,Met Standard,**,Met,No,01,ATLANTIC,1310,EGG HARBOR TWP,039,FERNWOOD AVENUE MIDDLE SCHOOL,54.38,53.04
01,ATLANTIC,1310,EGG HARBOR TWP,045,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,04-05,MS. POTTER,2 ALDER AVENUE,EGG HARBOR TOWNSHIP NJ 08234,(609)407-2500,POTTERL@EHT.K12.NJ.US,http://eggharborjdm.ss13.sharpschool.com/,https://www.facebook.com/pages/Dr-Joy-MillerElementarySchool/1594587050769605,https://twitter.com/EHTNJMiller,01,ATLANTIC,1310,EGG HARBOR TWP,045,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Met Standard,**,Met,No,01,ATLANTIC,1310,EGG HARBOR TWP,045,DR. JOYANNE D. MILLER ELEMENTARY SCHOOL,23.82,33.67
01,ATLANTIC,1410,ESTELL MANOR CITY,050,ESTELL MANOR ELEMENTARY SCHOOL,KG-08,MR. GARGUILO,128 CAPE MAY AVENUE,ESTELL MANOR NJ 08319-1735,(609)476-2267,RGARGUILO@ESTELLMANORSCHOOL.COM,http://www.estellmanorschool.com,http://www.EstellManorElementarySchool,http://twitter.com/emsmedia2267!,01,ATLANTIC,1410,ESTELL MANOR CITY,050,ESTELL MANOR ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Not Met,N,N,Met Standard,Met Standard,N,Not Met,No,01,ATLANTIC,1410,ESTELL MANOR CITY,050,ESTELL MANOR ELEMENTARY SCHOOL,26.24,35.4
01,ATLANTIC,1540,FOLSOM BORO,050,FOLSOM ELEMENTARY SCHOOL,PK-08,DR. MAZZONI,1357 MAYS LANDING ROAD,FOLSOM NJ 08037,(609)561-8666,MMAZZONI@FOLSOMSCHOOL.ORG,https://www.folsomschool.org,https://www.facebook.com/folsomschool/,,01,ATLANTIC,1540,FOLSOM BORO,050,FOLSOM ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Met Standard,Met Standard,**,Met,No,01,ATLANTIC,1540,FOLSOM BORO,050,FOLSOM ELEMENTARY SCHOOL,47.27,49.0
01,ATLANTIC,1690,GALLOWAY TWP,015,ARTHUR RANN ELEMENTARY SCHOOL,KG-06,MR. MCGLOIN,515 S EIGHTH AVE,GALLOWAY NJ 08205,(609)748-1250,MCGLOINK@GTPS.K12.NJ.US,https://arthurrann.weebly.com/,https://www.facebook.com/Friends-of-Arthur-Rann-Family-School-Association-165374043111/,,01,ATLANTIC,1690,GALLOWAY TWP,015,ARTHUR RANN ELEMENTARY SCHOOL,Schoolwide,,N,No,Not Met,Met Target†,N,N,Not Met,Met Standard,**,Met,No,01,ATLANTIC,1690,GALLOWAY TWP,015,ARTHUR RANN ELEMENTARY SCHOOL,36.73,42.9
01,ATLANTIC,1690,GALLOWAY TWP,016,GALLOWAY TOWNSHIP MIDDLE SCHOOL,07-08,MRS. JUNKER,100 S  REEDS ROAD,GALLOWAY NJ 08205,(609)748-1250,JUNKERP@GTPS.K12.NJ.US,http://www.gtps.k12.nj.us/schools/schools.html,,https://twitter.com/gtms_respect,01,ATLANTIC,1690,GALLOWAY TWP,016,GALLOWAY TOWNSHIP MIDDLE SCHOOL,Schoolwide,,N,No,Not Met,Met Target†,N,N,Not Met,Met Standard,**,Met,No,01,ATLANTIC,1690,GALLOWAY TWP,016,GALLOWAY TOWNSHIP MIDDLE SCHOOL,9.89,21.81
01,ATLANTIC,1690,GALLOWAY TWP,045,REEDS ROAD ELEMENTARY SCHOOL,KG-06,DR. ZIPPARO,103 SOUTH REEDS ROAD,GALLOWAY NJ 08205,(609)748-1250,ZIPPAROW@GTPS.K12.NJ.US,http://reedsroad.weebly.com/,,,01,ATLANTIC,1690,GALLOWAY TWP,045,REEDS ROAD ELEMENTARY SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Met Standard,Met Standard,**,Met,No,01,ATLANTIC,1690,GALLOWAY TWP,045,REEDS ROAD ELEMENTARY SCHOOL,35.07,41.95
01,ATLANTIC,1690,GALLOWAY TWP,046,ROLAND ROGERS ELEMENTARY SCHOOL,KG-06,DR. MOORE,105 S  REEDS ROAD,GALLOWAY NJ 08205,(609)748-1250,MOORER@GTPS.K12.NJ.US,http://www.gtps.k12.nj.us,,,01,ATLANTIC,1690,GALLOWAY TWP,046,ROLAND ROGERS ELEMENTARY SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Met Standard,Met Standard,**,Met,No,01,ATLANTIC,1690,GALLOWAY TWP,046,ROLAND ROGERS ELEMENTARY SCHOOL,29.27,37.27
01,ATLANTIC,1690,GALLOWAY TWP,048,SMITHVILLE ELEMENTARY SCHOOL,PK-06,MR. RAGAZZI,37 S  OLD PORT REPUBLIC ROAD,GALLOWAY NJ 08205,(609)748-1250,RAGAZZID@GTPS.K12.NJ.US,http://www.gtps.k12.nj.us/schools/smithv/Smithville_Web/index_2.htm,http://www.facebook.com/GallowaySchools,https://twitter.com/smithville_elem,01,ATLANTIC,1690,GALLOWAY TWP,048,SMITHVILLE ELEMENTARY SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Not Met,Met Standard,Met Target,Met,No,01,ATLANTIC,1690,GALLOWAY TWP,048,SMITHVILLE ELEMENTARY SCHOOL,19.31,30.3
01,ATLANTIC,1790,GREATER EGG HARBOR REG,040,ABSEGAMI HIGH SCHOOL,09-12,DR. VERNON,201 S  WRANGLEBORO ROAD,GALLOWAY NJ 08205-9554,(609)652-1372,JVERNON@GEHRHSD.NET,https://www.gehrhsd.net/site/Default.aspx?PageID=9,https://www.facebook.com/gamievents,https://twitter.com/absegami_sports?lang=en,01,ATLANTIC,1790,GREATER EGG HARBOR REG,040,ABSEGAMI HIGH SCHOOL,Schoolwide,,N,No,Not Met,Not Met,Met Target,Not Met,**,**,**,Not Met,No,01,ATLANTIC,1790,GREATER EGG HARBOR REG,040,ABSEGAMI HIGH SCHOOL,29.51,37.52
01,ATLANTIC,1790,GREATER EGG HARBOR REG,050,OAKCREST HIGH SCHOOL,09-12,MR. REINA,1824 DR  DENNIS FOREMAN DRIVE,MAYS LANDING NJ 08330-2640,(609)909-2600,JREINA@GEHRHSD.NET,https://www.gehrhsd.net/Domain/10,,https://twitter.com/oakcresths?lang=en,01,ATLANTIC,1790,GREATER EGG HARBOR REG,050,OAKCREST HIGH SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,Not Met,Not Met,**,**,**,Not Met,No,01,ATLANTIC,1790,GREATER EGG HARBOR REG,050,OAKCREST HIGH SCHOOL,17.77,26.18
01,ATLANTIC,1790,GREATER EGG HARBOR REG,060,CEDAR CREEK HIGH SCHOOL,09-12,MR. PARKER,1701 NEW YORK AVE.,EGG HARBOR CITY NJ 08215-1606,(609)593-3560,SPARKER@GEHRHSD.NET,https://www.gehrhsd.net/Domain/9,,https://twitter.com/piratescchs?lang=en,01,ATLANTIC,1790,GREATER EGG HARBOR REG,060,CEDAR CREEK HIGH SCHOOL,Schoolwide,,N,No,Not Met,Met Target,Not Met,Met Target,**,**,**,Not Met,No,01,ATLANTIC,1790,GREATER EGG HARBOR REG,060,CEDAR CREEK HIGH SCHOOL,29.8,37.93
01,ATLANTIC,1940,HAMILTON TWP,055,GEORGE L. HESS EDUCATIONAL COMPLEX,PK-05,MS. LAMANTEER,700 BABCOCK ROAD,MAYS LANDING NJ 08330,(609)476-6101,LAMANTEERM@HAMILTONSCHOOLS.ORG,http://hess.hamiltonschools.org,https://www.facebook.com/GeorgeLHessEducationalComplex/,https://twitter.com/HessHornets,01,ATLANTIC,1940,HAMILTON TWP,055,GEORGE L. HESS EDUCATIONAL COMPLEX,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Met Standard,Met Target†,Met,No,01,ATLANTIC,1940,HAMILTON TWP,055,GEORGE L. HESS EDUCATIONAL COMPLEX,42.54,45.99
01,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,06-08,DARREN PALMER,1876 DR  DENNIS FOREMAN DRIVE,MAYS LANDING NJ 08330,(609)476-6241,palmerd@hamiltonschools.org,http://davies.hamiltonschools.org,https://www.facebook.com/WilliamDaviesMS,https://twitter.com/WilliamDaviesMS,01,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Not Met,**,Not Met,No,01,ATLANTIC,1940,HAMILTON TWP,120,WILLIAM DAVIES MIDDLE SCHOOL,9.3,21.29
01,ATLANTIC,1960,HAMMONTON TOWN,050,HAMMONTON HIGH SCHOOL,09-12,MR. RAMSAY,566 OLD FORKS ROAD,HAMMONTON NJ 08037,(609)567-7000,TRAMSAY@HAMMONTONPS.ORG,https://www.hammontonps.org,https://www.facebook.com/Hammonton-High-School-262324354490394/,,01,ATLANTIC,1960,HAMMONTON TOWN,050,HAMMONTON HIGH SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,Not Met,Not Met,**,**,**,Not Met,No,01,ATLANTIC,1960,HAMMONTON TOWN,050,HAMMONTON HIGH SCHOOL,32.38,39.64
01,ATLANTIC,1960,HAMMONTON TOWN,055,WARREN E. SOOY JR. ELEMENTARY SCHOOL,PK-05,DR. ERMAN,601 N  FOURTH STREET,HAMMONTON NJ 08037-9720,(609)567-7070,KERMAN@HAMMONTONSPS.ORG,https://www.hammontonps.org,https://www.facebook.com/weselementary/,,01,ATLANTIC,1960,HAMMONTON TOWN,055,WARREN E. SOOY JR. ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Not Met,Met Standard,Met Target,Met,No,01,ATLANTIC,1960,HAMMONTON TOWN,055,WARREN E. SOOY JR. ELEMENTARY SCHOOL,42.77,46.2
01,ATLANTIC,1960,HAMMONTON TOWN,060,HAMMONTON MIDDLE SCHOOL,06-08,DR. NOLAN,75 NORTH LIBERTY STREET,HAMMONTON NJ 08037-9425,(609)567-7007,MNOLAN@HAMMONTONPS.ORG,https://www.hammontonps.org,https://www.facebook.com/HammontonMiddle/,,01,ATLANTIC,1960,HAMMONTON TOWN,060,HAMMONTON MIDDLE SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Exceeds Standard,Met Standard,**,Met,No,01,ATLANTIC,1960,HAMMONTON TOWN,060,HAMMONTON MIDDLE SCHOOL,38.09,43.55
01,ATLANTIC,2680,LINWOOD CITY,020,BELHAVEN MIDDLE SCHOOL,05-08,MRS. SPEIRS,51 BELHAVEN AVENUE,LINWOOD NJ 08221,(609)926-6700,SUSANSPEIRS@LINWOODSCHOOLS.ORG,http://www.linwoodschools.org,https://facebook.com/LinwoodPublicSchools/,https://twitter.com/LinwoodSchools,01,ATLANTIC,2680,LINWOOD CITY,020,BELHAVEN MIDDLE SCHOOL,Schoolwide,,N,No,Met Goal,Met Target†,N,N,Exceeds Standard,Met Standard,**,Met,No,01,ATLANTIC,2680,LINWOOD CITY,020,BELHAVEN MIDDLE SCHOOL,82.46,72.37
01,ATLANTIC,2680,LINWOOD CITY,050,SEAVIEW ELEMENTARY SCHOOL,PK-05,DR. MEISTER,2013 WABASH AVE,LINWOOD NJ 08221,(609)926-6700,GEORGETTEMEISTER@LINWOODSCHOOLS.ORG,http://www.linwoodschools.org,https://facebook.com/LinwoodPublicSchools/,https://twitter.com/LinwoodSchools,01,ATLANTIC,2680,LINWOOD CITY,050,SEAVIEW ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Not Met,N,Met,No,01,ATLANTIC,2680,LINWOOD CITY,050,SEAVIEW ELEMENTARY SCHOOL,45.85,48.03
01,ATLANTIC,2910,MAINLAND REGIONAL,050,MAINLAND REGIONAL HIGH SCHOOL,09-12,MR. BURNS,1301 OAK AVENUE,LINWOOD NJ 08221,(609)927-4151,KBURNS@MAINLANDREGIONAL.NET,http://mainlandregional.net,https://www.facebook.com/MainlandRegionalHS/,https://twitter.com/mainlandregionalhs,01,ATLANTIC,2910,MAINLAND REGIONAL,050,MAINLAND REGIONAL HIGH SCHOOL,Schoolwide,,N,No,Met Target,Met Target,Met Goal,Met Goal,**,**,**,Met,No,01,ATLANTIC,2910,MAINLAND REGIONAL,050,MAINLAND REGIONAL HIGH SCHOOL,61.6,59.33
